,Player,Weighted Rank,Rank,Trend,Pos,Years,3P_Percentile,FG%_Percentile,TRB_Percentile,FT%_Percentile,AST_Percentile,STL_Percentile,BLK_Percentile,PTS_Percentile
340,Ricky Rubio,4.595622495705065,5.071375391268302,-0.4757528955632366,['PG'],5,0.6270117881396507,0.16755800844152643,0.5723555105795343,0.8619419124841752,0.9328123207581891,0.8924468737269668,0.21565686065668838,0.6581710384722104
55,Chris Duarte,4.578725961538462,4.578725961538462,0.0011322269934565922,['SG'],1,0.7007211538461539,0.38822115384615385,0.5360576923076923,0.6153846153846154,0.5564903846153846,0.7127403846153846,0.23918269230769232,0.6658653846153846
277,Malik Beasley,4.574166410247685,3.9047759854483486,0.6693904247993362,['SG'],5,0.7785756194610469,0.349071165747691,0.3595373164490113,0.6328544717288382,0.403159413665563,0.45843695589843625,0.22171725600908024,0.5961933026134731
251,Killian Hayes,4.573918269230769,4.573918269230769,0.001131038147683177,['PG'],1,0.42908653846153844,0.08774038461538461,0.49399038461538464,0.4831730769230769,0.8677884615384616,0.9086538461538461,0.7548076923076923,0.4170673076923077
64,Corey Kispert,4.572115384615385,4.572115384615385,0.0011305923305181462,['SF'],1,0.7620192307692307,0.5336538461538461,0.49038461538461536,0.8870192307692307,0.42908653846153844,0.44711538461538464,0.5649038461538461,0.5841346153846154
200,Joe Ingles,4.568280483416296,5.266792808593731,-0.698512325177435,['SF' 'PF'],5,0.8852854437732471,0.5163557418359376,0.6042643800650433,0.5302067794564221,0.8916950625202714,0.7116559412726714,0.3436170982858297,0.6534968110152445
382,Tim Hardaway Jr.,4.564426238992901,4.840013780055778,-0.27558754106287714,['SG'],5,0.8929111797572995,0.28413929139540095,0.4909944412296384,0.653055204044507,0.6320109319317693,0.5721320128695598,0.19669105825689562,0.7933384541453306
65,Cory Joseph,4.561207767950502,4.638485918069702,-0.07727815011920042,['PG'],5,0.5266663332688176,0.37419904949801097,0.49109514670563054,0.6172375003039121,0.8503935611487995,0.7699730015728303,0.49754944951018587,0.5035450754812386
324,Pat Connaughton,4.557513739967079,4.180776550872634,0.3767371890944455,['SF' 'SG'],5,0.6608808908229025,0.48285762391842135,0.6084828904480759,0.5677777335582272,0.4875356975360595,0.482751672213581,0.5661938050844176,0.42480695801463586
156,Isaac Okoro,4.553340900997097,4.634326032763532,-0.32394052706573934,['SF' 'SG'],2,0.5254392212725546,0.46925451092117765,0.4973053181386515,0.4003590930674264,0.6260342473884141,0.7724195750237417,0.6028222934472934,0.5877492877492878
240,Kenyon Martin Jr.,4.547989004629767,4.33816550925926,0.8392939814820303,['SF'],2,0.452662037037037,0.8296385327635327,0.664590752611586,0.2057914886039886,0.38380371557454895,0.4187663224121557,0.8046756291547958,0.5479760208926876
375,Terrence Ross,4.535616485662757,5.099604362769501,-0.7519838361423253,['SG'],4,0.8138325596755782,0.22566470378343345,0.4779996951868016,0.8694815149049753,0.5539524404642825,0.688713662802731,0.535538298533315,0.7409972983812939
566,DeMarre Carroll,4.52085427135689,4.897236180904523,-1.5055276381905311,['PF'],2,0.8169564929912722,0.1748346998148638,0.8202459666754827,0.4624966939962973,0.5097361809045227,0.5409547738693468,0.4454244908754298,0.7226262893414441
438,Goran Dragić,4.505152415356365,4.638426563590815,-0.17769886431259962,['PG'],4,0.7093729143229353,0.3903877697884896,0.4316614381861113,0.6003563499165555,0.839843871226328,0.5265843423176082,0.2231981888902096,0.7061968743975501
528,Marvin Williams,4.5028699666748615,4.897592487852399,-0.7894450423550741,['PF'],3,0.739320177473955,0.4628320338441734,0.6639548538880115,0.708137107329919,0.4077889796154777,0.6612002985812737,0.7759497273433781,0.5319469401816285
271,Luguentz Dort,4.501260250219461,3.731311181313014,1.5398981378128949,['SG' 'SF'],3,0.6432677377781453,0.1399341914586711,0.36620741530042317,0.5721186472707288,0.34104898858728383,0.5500203328681047,0.3665293793500332,0.5541054540321618
587,Jeremy Lin,4.497487437185929,4.497487437185929,0.0011137908462570398,['PG'],1,0.5125628140703518,0.4685929648241206,0.36683417085427134,0.8178391959798995,0.800251256281407,0.6017587939698492,0.3316582914572864,0.6206030150753769
319,Oshae Brissett,4.4795673076923075,4.4795673076923075,0.0011077070493798974,['SF'],1,0.6658653846153846,0.2620192307692308,0.8100961538461539,0.23557692307692307,0.36658653846153844,0.5673076923076923,0.6862980769230769,0.5673076923076923
296,Mo Bamba,4.460410309197815,3.841320435094816,0.8254531654706662,['C'],4,0.44564813309337103,0.6604700001623052,0.7169019517222369,0.24924885067125513,0.23218061263031675,0.24793440010020107,0.9406364621115473,0.40157972501018124
84,De'Andre Hunter,4.444595587768936,4.550927129845748,-0.42532616830724573,['SF'],2,0.6915243809620458,0.32964088187538054,0.5528465597726812,0.4655390577430485,0.46744818094174956,0.5308424878222042,0.519949068906028,0.6953632408159123
462,Marc Gasol,4.442174352039292,5.2402418681850325,-1.0640900215276545,['C'],4,0.6255170766834941,0.42139165208725393,0.7736845946598448,0.47482393696845004,0.779967462091653,0.5830029063992954,0.902875295787125,0.5635433690178844
161,Isaiah Stewart,4.441807261989494,4.534455870132954,-0.3705944325738402,['C'],2,0.22453258547008548,0.8361734330484331,0.939525462962963,0.27426549145299145,0.36602267331433996,0.38544782763532764,0.9648177825261159,0.5494450379867046
320,Otto Porter Jr.,4.430300630332036,4.908119528709078,-0.6370918645027229,['PF' 'SF-PF' 'SF'],4,0.6646083606918484,0.5844995063207149,0.6924193845282292,0.7159641569703117,0.5027086481964352,0.7108365774083343,0.5536994469884662,0.5668076396251261
268,Lonnie Walker IV,4.428399573328424,3.9756472011950605,0.9055047442667264,['SG'],3,0.6364641304193488,0.279540851472653,0.36819491531086374,0.48773082634028836,0.5200975158090007,0.45267140999330974,0.44488429214682507,0.5848495493046211
